FEL;KNO;KNO;QUALI3;N; 12;  4;Qualität 3;
FEL;KNO;KNO;TMESS;N;  6;  1;Messtemp.;C
FEL;KNO;KNO;WAERMEMENG;N; 11;  3;Wärmeleistung;kW
FEL;KNO;KNO;DISCONNECT;C;  1;  0;Trennt;[J/N]
FEL;KNO;KNO;FLAGOFFX;N;  6;  0;Text Abstand x;
FEL;KNO;KNO;FLAGOFFY;N;  6;  0;Text Abstand y;
FEL;KNO;KNO;SWMMPRINT;C;  1;  0;Ergebnisdiagramm;[+]
FEL;KNO;KNO;PASTESTATE;C;  1;  0;Einfügen Status;[I/U/D/K]
FEL;KNO;KNO;IMEXSTATE;C;  1;  0;Import Status;[I/U/M]
FEL;KNO;KNO;RHON;N;  8;  2;Normdichte;kg/m3
FEL;KNO;KNO;TMED;N; 11;  2;Mittlere Laufzeit;h
FEL;KNO;KNO;ABNCOUNT;N;  2;  0;Anzahl Abnehmer;
FEL;KNO;KNO;CALCBAD;N;  1;  0;Sim. Status;
FEL;KNO;KNO;SUPPLY;C;  1;  0;Vorlauf;[J/N]
FEL;KNO;KNO;KONDENSAT;N; 10;  4;Kondensat;t/h
FEL;KNO;KNO;OTHERNODE;N;  5;  0;Knoten Gegenüber;
FEL;KNO;KNO;PLSEXPORT;C;  1;  0;PLSEXPORT;
FEL;KNO;KNO;STANETID;C; 40;  0;STANET-ID;
FEL;KNO;KNO;REGLERNR;C; 12;  0;REGLERNR;
FEL;KNO;KNO;PLOTKENNUN;C;  3;  0;PLOTKENNUN;
FEL;KNO;KNO;GISID;C; 38;  0;GISID;
FEL;KNO;KNO;PMESSRL;N;  8;  4;PMESSRL;
FEL;KNO;KNO;DPVRNEU;N;  8;  4;DPVRNEU;
FEL;KNO;KNO;QUALI4;N; 12;  4;QUALI4;
FEL;KNO;KNO;QUALI5;N; 12;  4;QUALI5;
FEL;KNO;KNO;QUALI6;N; 12;  4;QUALI6;
FEL;KNO;KNO;QUALI7;N; 12;  4;QUALI7;
FEL;KNO;KNO;QUALI8;N; 12;  4;QUALI8;
FEL;KNO;KNO;VERB_STRAN;C;128;  0;VERB_STRAN;
FEL;KNO;KNO;HAIS-ID;C;128;  0;HAIS-ID;
FEL;KNO;KNO;KNO_ALT;C;128;  0;KNO_ALT;
FEL;KNO;KNO;REG_ZIEL;N;  8;  4;Reg_Ziel;bar
FEL;KNO;KNO;SICADOBJ;C; 24;  0;SICAD-OBJID;
FEL;KNO;KNO;SICADNAM;C; 11;  0;SICAD-NAM;
FEL;KNO;KNO;PABS;N;  9;  4;Abs.Druck;bar
FEL;KNO;KNO;LINKERR;C;  1;  0;Verbindungsfehler;[J/N]
FEL;KNO;KNO;HAIS_ID;C;128;  0;HAIS_ID;
FEL;KNO;KNO;R_PS_PI;N;  8;  6;R_ps_pi;
FEL;KNO;KNO;REG_ZIEL_1;N;  8;  4;Reg_Ziel_1;
FEL;KNO;KNO;!RECCOUNT;N;  8;  0;Anzahl Sätze*;
FEL;KNO;KNO;!DELETED;C;  1;  0;Gelöscht*;*
FEL;KNO;KNO;!RECNO;N;  8;  0;Satz No*;

REM Feldbeschreibungen Leitungen
FEL;LEI;LEI;ANFNAM;C; 10;  0;Anfang;
FEL;LEI;LEI;ENDNAM;C; 10;  0;Ende;
FEL;LEI;LEI;ANFNR;N;  7;  0;Anf.Nr.;
FEL;LEI;LEI;ENDNR;N;  7;  0;End.Nr.;
FEL;LEI;LEI;RORL;N;  9;  1;Länge;m
FEL;LEI;LEI;DM;N;  6;  1;Innendurchm.;mm
FEL;LEI;LEI;RAU;N;  9;  4;Rauhigkeit;mm
FEL;LEI;LEI;FLUSS;N; 15;  6;Durchfluss;t/h
FEL;LEI;LEI;VM;N;  8;  4;Geschw.;m/s
FEL;LEI;LEI;DP;N;  8;  4;Delta p;bar
FEL;LEI;LEI;NETZNR;N;  4;  0;Teilnetz;
FEL;LEI;LEI;ZETA;N; 14;  3;Verlustfaktor;
FEL;LEI;LEI;WDZAHL;N;  7;  2;WD-Zahl;W/K*m2
FEL;LEI;LEI;PARALLEL;N;  1;  0;Parallel;
FEL;LEI;LEI;MATERIAL;C; 50;  0;Material;
FEL;LEI;LEI;BAUJAHR;N;  4;  0;Baujahr;
FEL;LEI;LEI;DPREL;N; 14;  2;Reibungsverl./km;mbar/km
FEL;LEI;LEI;ROHRTYP;C; 21;  0;Rohrtyp;
FEL;LEI;LEI;STRANGNR;C; 16;  0;StrangNo;
FEL;LEI;LEI;DPM;N; 10;  3;Druckhöhendiff.;m
FEL;LEI;LEI;DN;C; 10;  0;Nennweite;mm
FEL;LEI;LEI;GEBIET;C;  2;  0;Gebiet;
FEL;LEI;LEI;LASTMODI;N; 19;  0;Letzte Änderung;
FEL;LEI;LEI;TU;N;  6;  1;Temp.Soll (ext. Einfluss);kW
FEL;LEI;LEI;CONDIVERS;C;  1;  0;Kond.abl.;[J/N]
FEL;LEI;LEI;XRA;N; 14;  5;Koordinate x Anfang;
FEL;LEI;LEI;YHA;N; 14;  5;Koordinate y Anfang;
FEL;LEI;LEI;XRB;N; 14;  5;Koordinate x Ende;
FEL;LEI;LEI;YHB;N; 14;  5;Koordinate y Ende;
FEL;LEI;LEI;VERLEGEART;C;  3;  0;Verlegeart;
FEL;LEI;LEI;TXROTATE;N;  1;  0;Textfahne;[0-5]
FEL;LEI;LEI;USERNAME;C; 16;  0;Letzter Benutzer;
FEL;LEI;LEI;STANETID;C; 24;  0;STANET-ID;
FEL;LEI;LEI;WAERMEMENG;N; 11;  3;Wärmeverl.leist.;kW
FEL;LEI;LEI;RAISE;N; 10;  5;Gefälle;0/00
FEL;LEI;LEI;PN;C;  6;  0;Druckstufe;bar
FEL;LEI;LEI;SWMMPRINT;C;  1;  0;Ergebnisdiagramm;[+]
FEL;LEI;LEI;PZONE;C;  4;  0;Druckklasse;
FEL;LEI;LEI;PASTESTATE;C;  1;  0;Einfügen Status;[I/U/D/K]
FEL;LEI;LEI;IMEXSTATE;C;  1;  0;Import Status;[I/U/M]
FEL;LEI;LEI;RAUZONE;N;  3;  0;Rauheitsklasse;
FEL;LEI;LEI;LAMBDA;N;  7;  4;Widerstandszahl;
FEL;LEI;LEI;RE;N; 10;  0;Reynoldszahl;
FEL;LEI;LEI;FLAGOFFX;N;  6;  0;Text Abstand x;
FEL;LEI;LEI;FLAGOFFY;N;  6;  0;Text Abstand y;
FEL;LEI;LEI;PLOSS;N; 12;  4;Reibungsverlust;bar
FEL;LEI;LEI;WANDDICKE;N;  6;  1;Wanddicke;mm
FEL;LEI;LEI;OUTERDM;N;  6;  1;Aussendurchmessser;mm
FEL;LEI;LEI;BATCHES;N;  6;  0;Batches (DQ);
FEL;LEI;LEI;LAYER;C;  5;  0;Layer;
FEL;LEI;LEI;PIPEVOL;N; 10;  3;Rohrvolumen;m3
FEL;LEI;LEI;NEWID;C; 24;  0;Reduziert zu ID;
FEL;LEI;LEI;MECHANLOSS;N; 12;  4;Verlustleistung;kW
FEL;LEI;LEI;CALCBAD;N;  1;  0;Sim. Status;
FEL;LEI;LEI;CLIENTNO2;N;  6;  0;CLIENTNO2;
FEL;LEI;LEI;GIS_LAENGE;N;  8;  1;GIS_Laenge;m
FEL;LEI;LEI;KENNUNG;C;  8;  0;KENNUNG;
FEL;LEI;LEI;EBENE_GIS;C;128;  0;EBENE_GIS;
FEL;LEI;LEI;NAME_GIS;C;128;  0;NAME_GIS;
FEL;LEI;LEI;SNW1NEU;N;  2;  0;SNW1NEU;
FEL;LEI;LEI;SNW2;N;  4;  0;SNW2;
FEL;LEI;LEI;ASNW2;N;  2;  0;ASNW2;
FEL;LEI;LEI;SNW2NEU;N;  2;  0;SNW2NEU;
FEL;LEI;LEI;SNW3;N;  4;  0;SNW3;
FEL;LEI;LEI;ASNW3;N;  2;  0;ASNW3;
FEL;LEI;LEI;SNW3NEU;N;  2;  0;SNW3NEU;
FEL;LEI;LEI;SNW4;N;  4;  0;SNW4;
FEL;LEI;LEI;ASNW4;N;  2;  0;ASNW4;
FEL;LEI;LEI;SNW4NEU;N;  2;  0;SNW4NEU;
FEL;LEI;LEI;OH80NEU;N;  2;  0;OH80NEU;
FEL;LEI;LEI;OH100NEU;N;  2;  0;OH100NEU;
FEL;LEI;LEI;UH80NEU;N;  2;  0;UH80NEU;
FEL;LEI;LEI;UH100NEU;N;  2;  0;UH100NEU;
FEL;LEI;LEI;HANEU;N;  3;  0;HANEU;
FEL;LEI;LEI;SALR;N;  2;  0;SALR;
FEL;LEI;LEI;SARB;N;  2;  0;SARB;
FEL;LEI;LEI;SASB;N;  2;  0;SASB;
FEL;LEI;LEI;SALS;N;  2;  0;SALS;
FEL;LEI;LEI;SAUV;N;  2;  0;SAUV;
FEL;LEI;LEI;SADA;N;  2;  0;SADA;
FEL;LEI;LEI;SASO;N;  2;  0;SASO;
FEL;LEI;LEI;SUKO;N;  2;  0;SUKO;
FEL;LEI;LEI;SUEB;N;  2;  0;SUEB;
FEL;LEI;LEI;SUUS;N;  2;  0;SUUS;
FEL;LEI;LEI;SUFR;N;  2;  0;SUFR;
FEL;LEI;LEI;SUVW;N;  2;  0;SUVW;
FEL;LEI;LEI;SUMA;N;  2;  0;SUMA;
FEL;LEI;LEI;SUGR;N;  2;  0;SUGR;
FEL;LEI;LEI;SUMO;N;  2;  0;SUMO;
FEL;LEI;LEI;SUFE;N;  2;  0;SUFE;
FEL;LEI;LEI;SUSO;N;  2;  0;SUSO;
FEL;LEI;LEI;SUVL;N;  2;  0;SUVL;
FEL;LEI;LEI;SUAL;N;  2;  0;SUAL;
FEL;LEI;LEI;SIB0;N;  2;  0;SIB0;
FEL;LEI;LEI;SIB1;N;  2;  0;SIB1;
FEL;LEI;LEI;SIB2;N;  2;  0;SIB2;
FEL;LEI;LEI;SIB3;N;  2;  0;SIB3;
FEL;LEI;LEI;SIB4;N;  2;  0;SIB4;
FEL;LEI;LEI;SIB5;N;  2;  0;SIB5;
FEL;LEI;LEI;SIB6;N;  2;  0;SIB6;
FEL;LEI;LEI;SIB7;N;  2;  0;SIB7;
FEL;LEI;LEI;SIB8;N;  2;  0;SIB8;
FEL;LEI;LEI;SIB9;N;  2;  0;SIB9;
FEL;LEI;LEI;AKTIVA1;N;  2;  0;AKTIVA1;
FEL;LEI;LEI;AKTIVA2;N;  2;  0;AKTIVA2;
FEL;LEI;LEI;AKTIVB;N;  2;  0;AKTIVB;
FEL;LEI;LEI;AKTIVC;N;  2;  0;AKTIVC;
FEL;LEI;LEI;ERLEDIGTA1;N;  2;  0;ERLEDIGTA1;
FEL;LEI;LEI;ERLEDIGTA2;N;  2;  0;ERLEDIGTA2;
FEL;LEI;LEI;ERLEDIGTB;N;  2;  0;ERLEDIGTB;
FEL;LEI;LEI;ERLEDIGTC;N;  2;  0;ERLEDIGTC;
FEL;LEI;LEI;SANIERUNG;C; 64;  0;SANIERUNG;
FEL;LEI;LEI;LART;C; 64;  0;LART;
FEL;LEI;LEI;ZONE_LANG;C; 30;  0;ZONE_LANG;
FEL;LEI;LEI;INSGIS;C; 24;  0;INSGIS;
FEL;LEI;LEI;DN_TAB_NUM;C;128;  0;DN_TAB_NUM;
FEL;LEI;LEI;ORDNUNGSNU;C; 20;  0;Ordnungsnummer;
FEL;LEI;LEI;SICADOBJ;C; 24;  0;SICAD-OBJID;
FEL;LEI;LEI;SICADTYP;C; 10;  0;SICAD-Typ;
FEL;LEI;LEI;SICADEB;C;  6;  0;SICAD-Ebene;
FEL;LEI;LEI;LAYERKOPIE;N;  5;  0;Layer Kopie;
FEL;LEI;LEI;ORIGINALST;C; 30;  0;Original Straßennummer;
FEL;LEI;LEI;SANTLWEST;C; 15;  0;San. TL-West;
FEL;LEI;LEI;NAME;C; 10;  0;Name;
FEL;LEI;LEI;MAXDURCHFL;N; 15;  6;Max. Durchfluss Winter;t/h
FEL;LEI;LEI;MAXDURCHSO;N; 15;  6;Max. Durchfluss Sommer;t/h
FEL;LEI;LEI;ORIGINALRO;C; 21;  0;Original Rohrtyp;
FEL;LEI;LEI;KMRERNEUER;C; 21;  0;KMR Erneuerung;
FEL;LEI;LEI;KMRMALU;C; 21;  0;KMR MALU;
FEL;LEI;LEI;KMRSOMMERM;C; 21;  0;KMR MALU 2035;
FEL;LEI;LEI;RLLEITUNGK;C; 10;  0;RL-Leitung korrespondierend;
FEL;LEI;LEI;QUALDECAY;N;  8;  2;Qualitäts-Abfallzeit;
FEL;LEI;LEI;QUALFINAL;N; 12;  4;Qualität-Endwert;
FEL;LEI;LEI;AUSLASTUNG;N;  8;  3;Auslastung Leitung;%
FEL;LEI;LEI;!RECCOUNT;N;  8;  0;Anzahl Sätze*;
FEL;LEI;LEI;!DELETED;C;  1;  0;Gelöscht*;*
FEL;LEI;LEI;!RECNO;N;  8;  0;Satz No*;

REM Feldbeschreibungen Abnehmer
FEL;ABN;ABN;KNAM;C; 10;  0;Knotenname;
FEL;ABN;ABN;VERBRAUCH;N; 12;  4;Verbrauch Norm;
FEL;ABN;ABN;NAME;C; 24;  0;Name;
FEL;ABN;ABN;PROFIL;C;  8;  0;Profil;
FEL;ABN;ABN;KNONUM;N;  7;  0;Knoten-Nr.;
FEL;ABN;ABN;DELTAX;N;  6;  0;Abstand x;
FEL;ABN;ABN;DELTAY;N;  6;  0;Abstand y;
FEL;ABN;ABN;GESCHOSSE;N;  2;  0;Geschosse;
FEL;ABN;ABN;BEZEICH1;C; 22;  0;Bezeichnung A;
FEL;ABN;ABN;BEZEICH2;C; 26;  0;Bezeichnung B;
FEL;ABN;ABN;ZANR;C; 24;  0;Zählernummer;
FEL;ABN;ABN;GEBIET;C;  8;  0;Gebiet;
FEL;ABN;ABN;AUSRICHTNG;N;  2;  0;Ausrichtung;
FEL;ABN;ABN;MAXLAST;N; 12;  4;Max.Abnahme;
FEL;ABN;ABN;LASTMODI;N; 19;  0;Letzte Änderung;
FEL;ABN;ABN;USERNAME;C; 16;  0;Letzter Benutzer;
FEL;ABN;ABN;STANETID;C; 24;  0;STANET-ID;
FEL;ABN;ABN;TAU;N;  5;  2;Temp.abhängigkeit;%/C
FEL;ABN;ABN;GRUNDLAST;C;  1;  0;Temp ua.Grundlast;[J/N]
FEL;ABN;ABN;RUNHOURS;N;  5;  0;Benutzungstunden;h/Jahr
FEL;ABN;ABN;ABFLUSS;N; 12;  4;Zufluss (nach Profil);
FEL;ABN;ABN;DATE1;C; 10;  0;Datum Von;TT.MM.JJJJ
FEL;ABN;ABN;DATE2;C; 10;  0;Datum Bis;TT.MM.JJJJ
FEL;ABN;ABN;JAHRMENGE;N; 16;  2;Verbrauch/Jahr;
FEL;ABN;ABN;GLVAL;N; 12;  4;Grundlast;t/h
FEL;ABN;ABN;GLCALCVAL;N; 12;  4;Grundlast Ber.;t/h
FEL;ABN;ABN;DATASRC;C;  3;  0;Datenquelle;[N/Y/H]
FEL;ABN;ABN;PASTESTATE;C;  1;  0;Einfügen Status;[I/U/D/K]
FEL;ABN;ABN;IMEXSTATE;C;  1;  0;Import Status;[I/U/M]
FEL;ABN;ABN;LANGNAME;C; 50;  0;Langname;
FEL;ABN;ABN;ABVER;C;128;  0;Verbrauchsermittlung;
FEL;ABN;ABN;LAYER;C;  5;  0;Layer;
FEL;ABN;ABN;SWMMPRINT;C;  1;  0;Ergebnisdiagramm;[+]
FEL;ABN;ABN;BUNDESLAND;C;  2;  0;Bundesland;
FEL;ABN;ABN;ISKW;C;  1;  0;Einheit kW;
FEL;ABN;ABN;TU;N;  6;  1;Temp.Soll Rücklauf;C
FEL;ABN;ABN;JAHRWAERM;N; 16;  4;Wärmemenge/Jahr;kWh
FEL;ABN;ABN;WINDKLASSE;N;  2;  0;Profilausprägung;
FEL;ABN;ABN;REF2010;N; 12;  4;REF 2010;
FEL;ABN;ABN;REF2020;N; 12;  4;REF 2020;
FEL;ABN;ABN;REF2030;N; 12;  4;REF 2030;
FEL;ABN;ABN;REF2040;N; 12;  4;REF 2040;
FEL;ABN;ABN;REF2050;N; 12;  4;REF 2050;
FEL;ABN;ABN;KLIMA2010;N; 12;  4;Klima 2010;
FEL;ABN;ABN;KLIMA2020;N; 12;  4;Klima 2020;
FEL;ABN;ABN;KLIMA2030;N; 12;  4;Klima 2030;
FEL;ABN;ABN;KLIMA2040;N; 12;  4;Klima 2040;
FEL;ABN;ABN;KLIMA2050;N; 12;  4;Klima 2050;
FEL;ABN;ABN;WIR2010;N; 12;  4;Wirtschaft 2010;
FEL;ABN;ABN;WIR2020;N; 12;  4;Wirtschaft 2020;
FEL;ABN;ABN;WIR2030;N; 12;  4;Wirtschaft 2030;
FEL;ABN;ABN;WIR2040;N; 12;  4;Wirtschaft 2040;
FEL;ABN;ABN;WIR2050;N; 12;  4;Wirtschaft 2050;
FEL;ABN;ABN;!RECCOUNT;N;  8;  0;Anzahl Sätze*;
FEL;ABN;ABN;!DELETED;C;  1;  0;Gelöscht*;*
FEL;ABN;ABN;!RECNO;N;  8;  0;Satz No*;

REM Feldbeschreibungen Netzparameter
FEL;NET;NET;NETZNAME;C;  7;  0;Netz-Kurzname;
FEL;NET;NET;KTEX;C;127;  0;Netzbezeichnung;
FEL;NET;NET;NETPATH;C; 40;  0;(Obsolet);
FEL;NET;NET;LASTFALL;C; 32;  0;Lastfall;
FEL;NET;NET;MEDI;C;  1;  0;Netzmedium;
FEL;NET;NET;RAU;N;  7;  4;Vorherrschende Rauhigkeit;mm
FEL;NET;NET;DM;N;  6;  1;Vorherrschender Durchmesser;mm
FEL;NET;NET;RORL;N;  8;  1;Vorherrschende Länge;m
FEL;NET;NET;ETA;N;  7;  2;Dynamische Zähigkeit;E-6kg/ms
FEL;NET;NET;RHON;N;  8;  3;Dichte des Mediums;kg/m3
FEL;NET;NET;PATM;N;  5;  3;Luftdruck;bar
FEL;NET;NET;GEOH;N;  6;  1;Geodät. Höhe Luftdruckmessung;m
FEL;NET;NET;TEMP;N;  6;  1;Vorherrschende Mediumtemperatur;Grd. C.
FEL;NET;NET;KPAR;N;  8;  5;Druckfaktor Kompressibilität;1/bar
FEL;NET;NET;QFAK;N;  9;  6;Belastungsfaktor Zu-/Abfluss;
FEL;NET;NET;IPR;N;  2;  0;Steuerparameter Testausschriebe;
FEL;NET;NET;IMAX;N;  3;  0;Maximale Iterationszahl;
FEL;NET;NET;LAM;N;  1;  0;Widerstandsgesetz;[1-5]
FEL;NET;NET;NEUSTART;C;  1;  0;Neuberechnung von Null;[J/N]
FEL;NET;NET;VOLU;N; 11;  1;Netzvolumen (Ende);Nm3
FEL;NET;NET;NLEI;N;  5;  0;Eliminationsbereich-Faktor;z.B.3
FEL;NET;NET;REMI;N; 11;  1;Minimale Reynoldszahl im Netz;
FEL;NET;NET;REMA;N; 11;  1;Maximale Reynoldszahl im Netz;
FEL;NET;NET;ZEIT;N; 10;  1;Rechenzeit;Sekunden
FEL;NET;NET;TSIM;N;  5;  0;Simulationsschritte;
FEL;NET;NET;TOLP;N;  9;  6;Endgenauigkeit Druckabfall;bar
FEL;NET;NET;TOLQ;N; 10;  5;Endgenauigkeit Knotenfluss;m3/h, L/s
FEL;NET;NET;HO;N;  7;  4;Brennwert;kWh/m3
FEL;NET;NET;TA;N;  6;  1;Zähigkeitsbeiwert TA;Grd. K
FEL;NET;NET;TB;N;  6;  1;Zähigkeitsbeiwert TB;Grd. K
FEL;NET;NET;TS;N;  6;  1;Sutherlandkonstante Zähigkeit;Grd. K
FEL;NET;NET;T0;N;  6;  1;Zähigkeits-Bezugstemperatur;Grd. K
FEL;NET;NET;KOND_AUS;C;  1;  0;Kondensation berechnen;[J/N]
FEL;NET;NET;RHODAMPF;N;  8;  3;Dampfdichte;kg/m3
FEL;NET;NET;RW;N;  8;  3;Verdampfungswärme Kondensat;kJ/kg
FEL;NET;NET;CG;N;  8;  4;Wärmekapazität Medium;kJ/kg*K
FEL;NET;NET;CW;N;  8;  4;Wärmekapazität Kondensat;kJ/kg*K
FEL;NET;NET;CD;N;  8;  4;Wärmekapazität Dampf;kJ/kg*K
FEL;NET;NET;WDZAHL;N;  7;  2;Vorherrsch. Wärmedurchgangszahl;W/(K*m2)
FEL;NET;NET;TU;N;  5;  1;Bodentemperatur;Celsius
FEL;NET;NET;BEARBEITER;C; 16;  0;Name des Bearbeiters;
FEL;NET;NET;VENL;N;  8;  1;Vorherrschende Ventillänge;m
FEL;NET;NET;KATA_X0;N; 14;  5;x-Koord. Start Katasterblätt.;
FEL;NET;NET;KATA_Y0;N; 14;  5;y-Koord. Start Katasterblätt.;
FEL;NET;NET;KATA_DELTX;N; 14;  5;Katasterblattlänge x;
FEL;NET;NET;KATA_DELTY;N; 14;  5;Katasterblattlänge y;
FEL;NET;NET;BLAETTER_R;N;  3;  0;Anzahl Katasterblätter je Zeile;
FEL;NET;NET;KATA_X1;N; 14;  5;Gegenkathedenlänge Kata.drehung;
FEL;NET;NET;KATA_Y1;N; 14;  5;Hypotenusenlänge Kata.drehung;
FEL;NET;NET;TEMPR;N;  5;  1;Vorherrschende Rücklauftemperatur;Celsius
FEL;NET;NET;ZEITVON;N;  5;  2;Beginnzeitpunkt der Rechnung;HH:MM
FEL;NET;NET;DPMAX;N; 14;  6;Max. Druckfehler in Strecke;bar
FEL;NET;NET;DQMAX;N; 14;  6;Max. Flussfehler in Knoten;m3/h, L/s
FEL;NET;NET;NETMAX;N;  3;  0;Maximale Anzahl Teilnetze;
FEL;NET;NET;QUALI;C;  1;  0;Qualitäts-Verfolgung rechnen;[J/N]
FEL;NET;NET;OPTNMETER;C;  1;  0;Weltkoordinaten Masseinheit Meter;[J/N]
FEL;NET;NET;TEMPCALC;C;  1;  0;Temperatur berechnen;[J/N]
FEL;NET;NET;ROTATEHYP;N; 14;  5;Netz drehen Hypotenuse;
FEL;NET;NET;ROTATEANKA;N; 14;  5;Netzt drehen Gegenkathedenlänge;
FEL;NET;NET;CALCDIRTY;N;  1;  0;Ergebnisse ungültig;
FEL;NET;NET;METERDATE;C;  1;  0;Abrechnungszeitraum aus Datum;[J/N]
FEL;NET;NET;METERDAYS;N;  4;  0;Default Abrechnungszeitraum;Tage
FEL;NET;NET;TASISTEP;N;  4;  1;Zeitschritt TASI;Minuten
FEL;NET;NET;AIRTEMP;N;  5;  1;Lufttemperatur;Celsius
FEL;NET;NET;GESMENGE;N; 12;  2;Gesamtabgabe;Nm3/h
FEL;NET;NET;STANETVERS;C; 32;  0;STANET Version;
FEL;NET;NET;VOLUSTART;N; 11;  1;Netzvolumen Anfang;Nm3
FEL;NET;NET;SUMZUFLUSS;N; 12;  2;Gesamtzufluss;Nm3/h
FEL;NET;NET;LASTERRNO;N;  8;  0;Fehlercode;
FEL;NET;NET;VOLUFEHL;N; 11;  1;Netzvolumen-Diff.;Nm3
FEL;NET;NET;VOLUFELREL;N;  6;  2;Netzvol.Diff Rel.;%
FEL;NET;NET;RELAXNEWP;N; 10;  2;Relaxationsfaktor Druck;[0...1]
FEL;NET;NET;RELAXNEWQ;N; 10;  2;Relaxationsfaktor Fluss;[0...1]
FEL;NET;NET;RESIFACT;N; 10;  2;Widerstandsfaktor;
FEL;NET;NET;TASINEXTH;C;  1;  0;Flusswerte TASI f.Folgestunde;[J/N]
FEL;NET;NET;REGSWITCH;N;  2;  0;Max. Anzahl Reglerumschaltungen;
FEL;NET;NET;SUMLEN;N;  9;  2;Netzlänge;km
FEL;NET;NET;MINLEN;N;  5;  1;Mindestlänge;m
FEL;NET;NET;RUNVERBRA3;C;  1;  0;Verbrauchsermittl. auf Strassen vor Simulation;[ /J/N]
FEL;NET;NET;USEMESSDAT;C;  1;  0;Messwerte als Vorgaben verwenden;[J/N]
FEL;NET;NET;COORDSYS;N;  1;  0;Koordinatensystem f. Onlinekartogaphie;1-4
FEL;NET;NET;UTMZONE;N;  3;  0;Meridianstreifen/UTM Zone;
FEL;NET;NET;NEWLAYER;C;  1;  0;STANET 8.2 Layer verwenden;[J/N]
FEL;NET;NET;MAINTEMP;N;  6;  1;Mittlere Tagestemperatur;Celsius
FEL;NET;NET;TRESHTEMP;N;  6;  1;Grenztemperatur;Celsius
FEL;NET;NET;RUNHOURS;N;  5;  0;Benutzungsstunden (obsolet);h
FEL;NET;NET;QUABER;C;  1;  0;D.Q. Qualitaeten berechnen;[J/N]
FEL;NET;NET;VTOL;N;  6;  2;D.Q. Geschwindigkeits-Schwellwert;m/s
FEL;NET;NET;SETIMEDATE;C; 19;  0;Datum Zeit der Simulation;UTC
FEL;NET;NET;DQTIMSTEP;N;  4;  0;D.Q. Zeitschritt;Sekunden
FEL;NET;NET;DQGETTIME;C;  1;  0;D.Q. Laufzeit ermitteln;[J/N]
FEL;NET;NET;DQGETTEMP;C;  1;  0;D.Q. Temperatur ermitteln;[J/N]
FEL;NET;NET;DQGETINFLW;C;  1;  0;D.Q. Einspeise.Anteile ermitteln;[J/N]
FEL;NET;NET;DQRESVTIME;N;  5;  1;D.Q. Zeit-Reserve;%
FEL;NET;NET;DQRESVTEMP;N;  5;  1;D.Q. Temperatur-Reserve;%
FEL;NET;NET;DQRESVQUAL;N;  5;  1;D.Q. Qualitaets-Reserve;%
FEL;NET;NET;MINTASTEP;N;  4;  0;Minimaler Zeitschritt TASI;Sec
FEL;NET;NET;TASISUMIN;N; 12;  2;Gesamtzufluss TASI;Nm3
FEL;NET;NET;TASISUMOUT;N; 12;  2;Gesamtabgabe TASI;Nm3
FEL;NET;NET;EXSTARTEVT;C;  1;  0;Anfangszustand aus Ereignissen bilden;[J/N]
FEL;NET;NET;SUPPLYONLY;C;  1;  0;Nur Vorlauf berechnen;[J/N]
FEL;NET;NET;WEBOFFX;N; 14;  3;WEBOFFX;
